bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1099	NM_001077704	chr1	+	67395925	67454302	67396074	67452156	14	67395925,67405710,67411832,67423741,67424533,67425361,67428770,67436490,67437337,67438579,67442277,67447461,67450254,67452085,	67396083,67405735,67411978,67423903,67424666,67425426,67428843,67436642,67437419,67438674,67442405,67447601,67450275,67454302,	0	MIER1	cmpl	cmpl	0,0,1,0,0,1,0,1,0,1,0,2,1,1,
1099	NM_001077703	chr1	+	67390577	67454302	67390711	67452156	15	67390577,67391824,67405710,67411832,67423741,67424533,67425361,67428770,67436490,67437337,67438579,67442277,67447461,67450254,67452085,	67390778,67391925,67405735,67411978,67423903,67424666,67425426,67428843,67436642,67437419,67438674,67442405,67447601,67450275,67454302,	0	MIER1	cmpl	cmpl	0,1,0,1,0,0,1,0,1,0,1,0,2,1,1,
769	NM_000191	chr1	-	24128366	24151949	24128952	24151905	9	24128366,24130889,24134624,24137225,24140679,24143164,24143965,24146999,24151845,	24129054,24131015,24134813,24137289,24140828,24143260,24144073,24147083,24151949,	0	HMGCL	cmpl	cmpl	0,0,0,2,0,0,0,0,0,
885	NM_004900	chr22	+	39378403	39388784	39378458	39388450	8	39378403,39380079,39381816,39382302,39385461,39387336,39388038,39388435,	39378475,39380236,39382096,39382417,39385615,39387631,39388154,39388784,	0	APOBEC3B	cmpl	cmpl	0,2,0,1,2,0,1,0,
81	NM_138799	chr2	-	8996700	9143876	8998808	9143743	13	8996700,9000742,9002719,9004299,9008575,9013237,9017159,9022640,9028147,9048750,9083315,9098625,9143668,	8999034,9000894,9002852,9004364,9008679,9013430,9017343,9022695,9028203,9048846,9083393,9098771,9143876,	0	MBOAT2	cmpl	cmpl	2,0,2,0,1,0,2,1,2,2,2,0,0,
120	NM_001079673	chr13	+	49550047	49783915	49580326	49781531	26	49550047,49580287,49649424,49688790,49705272,49710467,49712882,49719913,49741379,49742748,49746178,49748570,49749502,49752703,49760099,49761257,49762650,49765150,49765344,49771012,49771860,49772117,49772497,49775935,49777292,49781216,	49550313,49580425,49649500,49688867,49705510,49710737,49712941,49720071,49741439,49742887,49746232,49748695,49749677,49752790,49760238,49761326,49762769,49765256,49765520,49771126,49772010,49772401,49772710,49776102,49777420,49783915,	0	FNDC3A	cmpl	cmpl	-1,0,0,1,0,1,1,0,2,2,0,0,2,0,0,1,1,0,1,0,0,0,2,2,1,0,
1183	NM_001101404	chr15	+	78384926	78396393	78384926	78395857	6	78384926,78386453,78390270,78390725,78393240,78395806,	78385102,78386543,78390436,78390938,78393900,78396393,	0	SH2D7	cmpl	cmpl	0,2,2,0,0,0,
30	NM_181426	chr3	-	180331795	180397283	180332708	180397168	20	180331795,180334068,180334303,180334613,180337046,180337598,180349256,180359780,180361907,180364866,180365952,180369188,180369950,180372549,180377239,180377464,180378357,180379648,180381654,180397078,	180332865,180334151,180334483,180334754,180337153,180337758,180349380,180359989,180362045,180365031,180366147,180369321,180370054,180372741,180377368,180377557,180378516,180379795,180381774,180397283,	0	CCDC39	cmpl	cmpl	2,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,
1344	NM_181538	chr7	-	99520891	99527243	99521167	99527243	2	99520891,99526462,	99521226,99527243,	0	GJC3	cmpl	cmpl	1,0,
1608	NR_027030	chr6	+	134142284	134175130	134175130	134175130	3	134142284,134158730,134172334,	134142873,134158862,134175130,	0	MGC34034	unk	unk	-1,-1,-1,
1099	NM_001146113	chr1	+	67390577	67454302	67423750	67452156	14	67390577,67391824,67405710,67423741,67424533,67425361,67428770,67436490,67437337,67438579,67442277,67447461,67450254,67452085,	67390778,67391925,67405735,67423903,67424666,67425426,67428843,67436642,67437419,67438674,67442405,67447601,67450275,67454302,	0	MIER1	cmpl	cmpl	-1,-1,-1,0,0,1,0,1,0,1,0,2,1,1,
118	NM_001013732	chr6	-	47845763	48036425	47846038	48036391	3	47845763,47976369,48035965,	47847672,47976850,48036425,	0	PTCHD4	cmpl	cmpl	1,0,0,
156	NM_001024457	chr2	+	87144737	87241099	87144753	87239670	23	87144737,87178418,87180064,87180620,87184828,87185404,87190151,87196350,87198869,87201195,87201460,87201803,87202850,87203275,87203675,87204702,87204970,87208205,87211876,87212698,87221963,87224685,87239635,	87144801,87178483,87180176,87180773,87185059,87185550,87190347,87196438,87199079,87201377,87201636,87201927,87203009,87203413,87203822,87204882,87205054,87208323,87211971,87214922,87222103,87224881,87241099,	0	RGPD1	cmpl	cmpl	0,0,2,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,1,
178	NM_144710	chr2	-	110300373	110371783	110301885	110371404	11	110300373,110303626,110310663,110321942,110323339,110325391,110332157,110342702,110343297,110350627,110371374,	110301901,110303814,110310796,110322111,110323436,110325553,110332344,110342898,110343415,110350696,110371783,	0	SEPT10	cmpl	cmpl	2,0,2,1,0,0,2,1,0,0,0,
2042	NM_001127388	chr4	+	191012062	191013442	191012159	191013434	1	191012062,	191013442,	0	DUX4L6	cmpl	cmpl	0,
2042	NM_001127386	chr4	+	191012062	191013442	191012159	191013434	1	191012062,	191013442,	0	DUX4L2	cmpl	cmpl	0,
2042	NM_001127389	chr4	+	191008762	191010142	191008859	191010134	1	191008762,	191010142,	0	DUX4L5	cmpl	cmpl	0,
2042	NM_001127388	chr4	+	191008762	191010142	191008859	191010134	1	191008762,	191010142,	0	DUX4L6	cmpl	cmpl	0,
2042	NM_001127386	chr4	+	191008762	191010142	191008859	191010134	1	191008762,	191010142,	0	DUX4L2	cmpl	cmpl	0,
2042	NM_001127389	chr4	+	191005469	191006849	191005566	191006841	1	191005469,	191006849,	0	DUX4L5	cmpl	cmpl	0,
2042	NM_001127388	chr4	+	191005469	191006849	191005566	191006841	1	191005469,	191006849,	0	DUX4L6	cmpl	cmpl	0,
2042	NM_001127386	chr4	+	191005469	191006849	191005566	191006841	1	191005469,	191006849,	0	DUX4L2	cmpl	cmpl	0,
1618	NM_001127386	chr10	+	135480557	135485241	135480654	135485233	2	135480557,135484981,	135481677,135485241,	0	DUX4L2	cmpl	cmpl	0,0,
1618	NM_001127388	chr10	+	135480557	135485241	135480654	135485233	2	135480557,135484981,	135481677,135485241,	0	DUX4L6	cmpl	cmpl	0,0,
1618	NM_001127389	chr10	+	135480557	135485241	135480654	135485233	2	135480557,135484981,	135481677,135485241,	0	DUX4L5	cmpl	cmpl	0,0,
1618	NM_001127386	chr10	+	135487176	135491849	135487273	135491841	2	135487176,135491589,	135488296,135491849,	0	DUX4L2	cmpl	cmpl	0,0,
1618	NM_001127388	chr10	+	135487176	135491849	135487273	135491841	2	135487176,135491589,	135488296,135491849,	0	DUX4L6	cmpl	cmpl	0,0,
1618	NM_001127389	chr10	+	135487176	135491849	135487273	135491841	2	135487176,135491589,	135488296,135491849,	0	DUX4L5	cmpl	cmpl	0,0,
1618	NM_001127386	chr10	+	135493785	135498458	135493882	135498450	2	135493785,135498198,	135494905,135498458,	0	DUX4L2	cmpl	cmpl	0,0,
1618	NM_001127388	chr10	+	135493785	135498458	135493882	135498450	2	135493785,135498198,	135494905,135498458,	0	DUX4L6	cmpl	cmpl	0,0,
1618	NM_001127389	chr10	+	135493785	135498458	135493882	135498450	2	135493785,135498198,	135494905,135498458,	0	DUX4L5	cmpl	cmpl	0,0,
2042	NM_001127386	chr4	+	190992289	190993669	190992386	190993661	1	190992289,	190993669,	0	DUX4L2	cmpl	cmpl	0,
2042	NM_001127388	chr4	+	190992289	190993669	190992386	190993661	1	190992289,	190993669,	0	DUX4L6	cmpl	cmpl	0,
2042	NM_001127389	chr4	+	190992289	190993669	190992386	190993661	1	190992289,	190993669,	0	DUX4L5	cmpl	cmpl	0,
2042	NM_001127386	chr4	+	190995582	190996962	190995679	190996954	1	190995582,	190996962,	0	DUX4L2	cmpl	cmpl	0,
2042	NM_001127388	chr4	+	190995582	190996962	190995679	190996954	1	190995582,	190996962,	0	DUX4L6	cmpl	cmpl	0,
2042	NM_001127389	chr4	+	190995582	190996962	190995679	190996954	1	190995582,	190996962,	0	DUX4L5	cmpl	cmpl	0,
2042	NM_001127386	chr4	+	190998875	191000255	190998972	191000247	1	190998875,	191000255,	0	DUX4L2	cmpl	cmpl	0,
2042	NM_001127388	chr4	+	190998875	191000255	190998972	191000247	1	190998875,	191000255,	0	DUX4L6	cmpl	cmpl	0,
2042	NM_001127389	chr4	+	190998875	191000255	190998972	191000247	1	190998875,	191000255,	0	DUX4L5	cmpl	cmpl	0,
826	NM_080702	chr6	-	31606804	31620477	31606907	31619540	25	31606804,31607276,31607975,31608161,31608421,31608568,31608880,31609096,31609315,31609552,31609888,31610605,31611666,31611858,31612301,31612722,31613183,31614170,31615367,31616453,31616687,31616975,31617286,31619432,31620200,	31607003,31607423,31608083,31608305,31608481,31608715,31609005,31609199,31609369,31609722,31610180,31610892,31611754,31611971,31612379,31612975,31613381,31614300,31615603,31616528,31616741,31617172,31617404,31619553,31620477,	0	BAG6	cmpl	cmpl	0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,-1,
1354	NM_198571	chr7	-	100813773	100823557	100815359	100818088	4	100813773,100816576,100817776,100823322,	100815932,100816801,100818092,100823557,	0	NAT16	cmpl	cmpl	0,0,0,-1,
1767	NR_040773	chr1	-	155017667	155036467	155036467	155036467	4	155017667,155018435,155021744,155036232,	155018329,155018631,155021837,155036467,	0	RP11-307C12.11	unk	unk	-1,-1,-1,-1,
1767	NR_040772	chr1	-	155017667	155023641	155023641	155023641	4	155017667,155018435,155021744,155023082,	155018329,155018722,155021837,155023641,	0	RP11-307C12.11	unk	unk	-1,-1,-1,-1,
914	NR_040733	chr1	+	43232915	43241413	43241413	43241413	4	43232915,43239233,43240407,43240879,	43233061,43239320,43240539,43241413,	0	C1orf50	unk	unk	-1,-1,-1,-1,
1501	NM_001080138	chrX	-	120072555	120075873	120073864	120075618	3	120072555,120073833,120074876,	120072695,120073989,120075873,	0	CT47A9	cmpl	cmpl	-1,1,0,
187	NM_001080138	chrX	-	120011344	120066151	120064142	120065896	3	120011344,120064111,120065154,	120011484,120064267,120066151,	0	CT47A9	cmpl	cmpl	-1,1,0,
1501	NM_001080138	chrX	-	120067694	120071012	120069003	120070757	3	120067694,120068972,120070015,	120067834,120069128,120071012,	0	CT47A9	cmpl	cmpl	-1,1,0,
955	NM_001272066	chr3	-	48509196	48542259	48510505	48538709	6	48509196,48510759,48511126,48520585,48538569,48542062,	48510585,48510972,48511242,48520666,48538726,48542259,	0	SHISA5	cmpl	cmpl	1,1,2,2,0,-1,
137	NM_001206804	chr15	+	67841341	68099455	67841518	68099088	22	67841341,67842371,67855620,67873091,67878227,67879183,67885263,67893022,67923225,67938568,67938725,67950890,67956934,67984816,67985855,67995674,68020253,68040568,68040906,68061939,68065044,68098983,	67841545,67842420,67855688,67873161,67878268,67879251,67885312,67893087,67923265,67938637,67938807,67950952,67956983,67984890,67985906,67995746,68020283,68040595,68040939,68062001,68065090,68099455,	0	MAP2K5	cmpl	cmpl	0,0,1,0,1,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,
873	NM_016042	chr9	-	37779710	37785089	37780675	37785041	4	37779710,37781982,37783910,37784717,	37780877,37782134,37784060,37785089,	0	EXOSC3	cmpl	cmpl	2,0,0,0,
1926	NR_045724	chr5	-	175819455	175843570	175843570	175843570	6	175819455,175824607,175824930,175833157,175837257,175843177,	175819946,175824719,175825048,175833709,175837304,175843570,	0	CLTB	unk	unk	-1,-1,-1,-1,-1,-1,
1060	NM_003224	chr20	-	62329994	62339365	62331794	62338443	8	62329994,62331953,62333181,62333487,62337708,62338002,62338350,62339218,	62331882,62332054,62333252,62333569,62337791,62338090,62338444,62339365,	0	ARFRP1	cmpl	cmpl	2,0,1,0,1,0,0,-1,
79	NR_047512	chr11	-	6416353	6440341	6440341	6440341	14	6416353,6417015,6417329,6422218,6422574,6422803,6423307,6423805,6424374,6424548,6424717,6424876,6431856,6440214,	6416509,6417192,6417445,6422302,6422659,6422920,6423439,6423955,6424438,6424634,6424774,6425052,6432591,6440341,	0	APBB1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
606	NM_024967	chr19	+	2867332	2878501	2867419	2878327	4	2867332,2873493,2876090,2877270,	2867422,2873620,2876274,2878501,	0	ZNF556	cmpl	cmpl	0,0,1,2,
662	NR_027300	chr19	+	10152031	10184813	10184813	10184813	30	10152031,10152405,10153159,10153386,10153823,10154322,10155733,10157027,10157405,10157800,10157994,10160671,10162977,10163204,10165922,10166268,10169243,10169485,10172484,10172860,10176254,10178499,10179641,10180966,10181310,10181657,10183599,10183765,10183975,10184592,	10152155,10152521,10153300,10153596,10154033,10154484,10155811,10157225,10157517,10157886,10158134,10160740,10163029,10163291,10165998,10166437,10169333,10169784,10172657,10173019,10176314,10178590,10179687,10181054,10181397,10181763,10183686,10183855,10184111,10184813,	0	C3P1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
637	NR_038291	chr10	+	6821559	6884868	6884868	6884868	5	6821559,6823265,6875604,6879935,6882352,	6821849,6823448,6875650,6879970,6884868,	0	LINC00707	unk	unk	-1,-1,-1,-1,-1,
813	NR_028032	chr6	+	29942891	29946177	29946177	29946177	3	29942891,29945430,29945994,	29943294,29945494,29946177,	0	HCG9	unk	unk	-1,-1,-1,
817	NM_177991	chr20	-	30448869	30458011	30449205	30450499	7	30448869,30450373,30451709,30452755,30454873,30457366,30457850,	30449478,30450545,30451784,30452805,30454956,30457400,30458011,	0	DUSP15	cmpl	cmpl	0,0,-1,-1,-1,-1,-1,
1735	NM_004769	chr7	+	150745378	150749843	150745972	150749739	11	150745378,150747192,150747567,150747844,150748125,150748258,150748896,150749069,150749252,150749502,150749660,	150746506,150747343,150747695,150748040,150748182,150748406,150748988,150749149,150749324,150749561,150749843,	0	ASIC3	cmpl	cmpl	0,0,1,0,1,1,2,1,0,0,2,
1255	NR_039634	chr2	+	87929273	87929353	87929353	87929353	1	87929273,	87929353,	0	MIR4435-1	unk	unk	-1,
1652	NM_080670	chr5	+	139944419	139948683	139946754	139947729	3	139944419,139945457,139946149,	139944443,139945556,139948683,	0	SLC35A4	cmpl	cmpl	-1,-1,0,
1458	NM_018700	chr5	-	114460458	114516243	114462199	114515734	10	114460458,114466288,114469556,114472696,114473059,114476975,114480294,114482765,114499214,114515671,	114462554,114466586,114469844,114472821,114473313,114477071,114480441,114483091,114499449,114516243,	0	TRIM36	cmpl	cmpl	2,1,1,2,0,0,0,1,0,0,
774	NM_181657	chr14	+	24782312	24787242	24784857	24785916	2	24782312,24784842,	24784226,24787242,	0	LTB4R	cmpl	cmpl	-1,0,
231	NM_173512	chr2	-	165754708	165812035	165754946	165809277	10	165754708,165765149,165768145,165771621,165772412,165793859,165795959,165802102,165809216,165811718,	165755240,165765281,165768258,165771783,165772483,165793939,165796066,165802237,165809291,165812035,	0	SLC38A11	cmpl	cmpl	0,0,1,1,2,0,1,1,0,-1,
91	NR_027307	chr19	-	19256375	19303400	19303400	19303400	13	19256375,19257081,19257363,19257550,19257844,19258506,19260034,19261490,19291494,19293381,19296842,19297701,19302889,	19256831,19257193,19257457,19257684,19257992,19258641,19260238,19261573,19291570,19293492,19296907,19297814,19303400,	0	MEF2BNB-MEF2B	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1756	NM_080388	chr1	-	153579366	153585514	153580009	153580627	3	153579366,153580474,153585427,	153580168,153580653,153585514,	0	S100A16	cmpl	cmpl	0,0,-1,
972	NM_015247	chr16	+	50775960	50835846	50783609	50830419	20	50775960,50776672,50778640,50783486,50785514,50788229,50788371,50810085,50811735,50813575,50815156,50816235,50818239,50820765,50821696,50825468,50826507,50827456,50828122,50830234,	50776035,50776752,50778777,50784113,50785817,50788335,50788376,50810188,50811852,50813955,50815322,50816377,50818362,50820857,50821763,50825601,50826616,50827575,50828339,50835846,	0	CYLD	cmpl	cmpl	-1,-1,-1,0,0,0,1,0,1,1,0,1,2,2,1,2,0,1,0,1,
635	NM_001272054	chr4	+	6641817	6644470	6642589	6642973	3	6641817,6642958,6643456,	6642886,6642985,6644470,	0	MRFAP1	cmpl	cmpl	0,0,-1,
590	NM_001276274	chr11	+	695590	705028	695608	704646	6	695590,698868,700141,700614,702944,704441,	695846,698888,700235,700707,703146,705028,	0	TMEM80	cmpl	cmpl	0,1,0,1,1,2,
590	NM_001276253	chr11	+	695590	704131	695608	703735	4	695590,698868,700141,703674,	695846,698888,700212,704131,	0	TMEM80	cmpl	cmpl	0,1,0,2,
931	NR_028413	chr19	+	45430059	45434643	45434643	45434643	3	45430059,45431051,45434256,	45430290,45431187,45434643,	0	APOC1P1	unk	unk	-1,-1,-1,
669	NM_182482	chr21	-	11020841	11098925	11049570	11098717	10	11020841,11021109,11026722,11029597,11038727,11047480,11049449,11058160,11097545,11098702,	11020917,11021211,11026839,11029717,11039429,11047595,11049621,11058323,11097646,11098925,	0	BAGE2	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,2,0,0,
598	NR_036138	chr16	+	1784985	1785067	1785067	1785067	1	1784985,	1785067,	0	MIR3177	unk	unk	-1,
1552	NR_036126	chr11	-	126858353	126858438	126858438	126858438	1	126858353,	126858438,	0	MIR3167	unk	unk	-1,
22	NR_045756	chr4	-	109731876	110223523	110223523	110223523	36	109731876,109733859,109738552,109740967,109745329,109746351,109748290,109753535,109755510,109762850,109765674,109766344,109767338,109769914,109773391,109774057,109780811,109782082,109783656,109784474,109790243,109805333,109810376,109810856,109817822,109820309,109822274,109839327,109841733,109895522,109895688,109931513,109971282,110221738,110222878,110223458,	109733412,109735085,109738591,109741054,109745383,109746378,109748344,109753589,109755546,109762877,109765725,109766407,109767375,109769959,109773436,109774081,109780889,109782127,109783701,109784543,109790306,109805378,109810412,109810889,109817867,109820336,109822328,109839372,109841760,109895549,109895715,109931531,109971335,110221808,110223231,110223523,	0	COL25A1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
138	NR_040077	chr1	+	68297970	68668670	68668670	68668670	10	68297970,68500329,68537482,68564325,68565411,68566380,68583133,68586807,68603979,68667651,	68298119,68500446,68537556,68564519,68565475,68566457,68583415,68586924,68604133,68668670,	0	GNG12-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
78	NR_040000	chr17	+	5675553	5834016	5834016	5834016	4	5675553,5740500,5792076,5833099,	5676347,5740536,5792150,5834016,	0	LOC339166	unk	unk	-1,-1,-1,-1,
797	NM_001282729	chr2	-	27873675	27886707	27876351	27885059	6	27873675,27878231,27880211,27883850,27885045,27886190,	27876614,27878469,27880536,27884255,27885148,27886707,	0	SUPT7L	cmpl	cmpl	1,0,2,2,0,-1,
633	NR_001534	chrY	+	6317508	6325947	6325947	6325947	7	6317508,6318486,6320955,6321718,6324112,6325199,6325701,	6317545,6318648,6321030,6322195,6324226,6325455,6325947,	0	TTTY7	unk	unk	-1,-1,-1,-1,-1,-1,-1,
21	NR_047515	chr4	-	103806204	103940896	103940896	103940896	11	103806204,103811737,103826670,103827692,103831595,103832587,103833164,103853280,103910956,103912799,103940755,	103806446,103811830,103826807,103827801,103831745,103832694,103833286,103853456,103911098,103912869,103940896,	0	SLC9B1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
132	NR_037193	chr11	+	62649170	62656355	62656355	62656355	9	62649170,62650379,62651460,62651928,62652103,62652648,62652936,62655606,62655802,	62649538,62650471,62651584,62651997,62652162,62652829,62653080,62655690,62656355,	0	SLC3A2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
861	NR_047461	chr20	-	36247699	36251521	36251521	36251521	3	36247699,36250492,36251230,	36247841,36250602,36251521,	0	LINC00489	unk	unk	-1,-1,-1,
1879	NR_045787	chr2	-	169628460	169642939	169642939	169642939	3	169628460,169631330,169642866,	169631148,169631461,169642939,	0	CERS6-AS1	unk	unk	-1,-1,-1,
1879	NR_045786	chr2	-	169628460	169642939	169642939	169642939	4	169628460,169631330,169640464,169642866,	169631148,169631461,169640557,169642939,	0	CERS6-AS1	unk	unk	-1,-1,-1,-1,
1739	NM_001025603	chr1	-	151313115	151319769	151314661	151318796	11	151313115,151315817,151316156,151316672,151316892,151317203,151317581,151318403,151318680,151318964,151319686,	151315654,151315918,151316358,151316754,151317012,151317323,151317664,151318437,151318809,151319082,151319769,	0	RFX5	cmpl	cmpl	0,1,0,2,2,2,0,2,0,-1,-1,
964	NM_014923	chr13	+	49684438	49783915	49684535	49781531	24	49684438,49688790,49705272,49710467,49712882,49719913,49741379,49742748,49746178,49748570,49749502,49752703,49760099,49761257,49762650,49765150,49765344,49771012,49771860,49772117,49772497,49775935,49777292,49781216,	49684542,49688867,49705510,49710737,49712941,49720071,49741439,49742887,49746232,49748695,49749677,49752790,49760238,49761326,49762769,49765256,49765520,49771126,49772010,49772401,49772710,49776102,49777420,49783915,	0	FNDC3A	cmpl	cmpl	0,1,0,1,1,0,2,2,0,0,2,0,0,1,1,0,1,0,0,0,2,2,1,0,
1312	NR_077228	chr3	-	95373266	95402037	95402037	95402037	5	95373266,95382087,95387253,95399845,95401444,	95374691,95382184,95387609,95399969,95402037,	0	MTHFD2P1	unk	unk	-1,-1,-1,-1,-1,
1984	NR_040063	chr1	-	183430010	183441117	183441117	183441117	5	183430010,183430900,183438808,183439599,183439854,	183430803,183431096,183438934,183439675,183441117,	0	SMG7-AS1	unk	unk	-1,-1,-1,-1,-1,
190	NR_073554	chr9	-	123151146	123342448	123342448	123342448	38	123151146,123152018,123156789,123163019,123165083,123166313,123169289,123170624,123171404,123173635,123177317,123182065,123184970,123199572,123201676,123205897,123210172,123215733,123220727,123222849,123230137,123232388,123234025,123239627,123249571,123253584,123280704,123287263,123290083,123291021,123292255,123298649,123301318,123307991,123313069,123330598,123334251,123342197,	123151570,123152065,123156916,123163163,123165349,123166391,123169524,123170746,123171594,123173752,123177437,123182238,123185019,123199805,123202250,123206020,123210404,123216151,123220900,123223025,123230275,123232495,123234156,123239728,123249715,123253755,123280923,123287356,123290203,123291075,123292418,123298804,123301442,123308068,123313180,123330666,123334319,123342448,	0	CDK5RAP2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
774	NR_046531	chr13	-	24826886	24828577	24828577	24828577	3	24826886,24827216,24828473,	24827094,24827337,24828577,	0	SPATA13-AS1	unk	unk	-1,-1,-1,
1514	NR_051996	chr5	-	121772191	121814782	121814782	121814782	6	121772191,121786241,121787475,121790070,121814280,121814709,	121773032,121786361,121787501,121790204,121814510,121814782,	0	MGC32805	unk	unk	-1,-1,-1,-1,-1,-1,
157	NM_181837	chr6	+	88299784	88377172	88299886	88376841	20	88299784,88304070,88311501,88313101,88315634,88317390,88318813,88321806,88326031,88331071,88331667,88344562,88346124,88362833,88366620,88367638,88372720,88374460,88375471,88376735,	88299910,88304125,88311599,88313246,88315739,88317542,88318947,88321966,88326145,88331205,88331731,88344679,88346204,88362967,88366700,88367736,88372862,88374577,88375551,88377172,	0	ORC3	cmpl	cmpl	0,0,1,0,1,1,0,2,0,0,2,0,0,2,1,0,2,0,0,2,
2042	NM_001177376	chr4	+	191002175	191003549	191002272	191003541	1	191002175,	191003549,	0	DUX4L4	cmpl	cmpl	0,
2042	NM_001177376	chr4	+	190992289	190993669	190992386	190993661	1	190992289,	190993669,	0	DUX4L4	cmpl	cmpl	0,
1016	NM_139067	chr12	-	56555635	56583351	56557472	56583245	29	56555635,56558431,56559101,56561843,56563312,56563559,56563927,56565054,56565462,56566211,56566368,56566720,56567479,56568434,56571805,56572187,56572593,56572780,56574760,56575265,56575487,56575787,56577644,56577958,56578627,56578813,56579938,56580970,56583134,	56557549,56558515,56559483,56561978,56563479,56563695,56563992,56565216,56565721,56566274,56566488,56566813,56567633,56568548,56571877,56572318,56572631,56572840,56574885,56575381,56575619,56575863,56577714,56578028,56578720,56578895,56580024,56581090,56583351,	0	SMARCC2	cmpl	cmpl	1,1,0,0,1,0,1,1,0,0,0,0,2,2,2,0,1,1,2,0,0,2,1,0,0,2,0,0,0,
1350	NM_021637	chrX	+	100333835	100351355	100333991	100349945	2	100333835,100349561,	100334111,100351355,	0	TMEM35	cmpl	cmpl	0,0,
997	NR_038277	chr10	-	54056607	54073888	54073888	54073888	6	54056607,54060272,54061020,54069159,54073157,54073393,	54057673,54060598,54061160,54069297,54073245,54073888,	0	PRKG1-AS1	unk	unk	-1,-1,-1,-1,-1,-1,
659	NR_046449	chr12	+	9795467	9811010	9811010	9811010	4	9795467,9806278,9808468,9809516,	9795699,9806404,9808575,9811010,	0	LOC374443	unk	unk	-1,-1,-1,-1,
104	NR_037714	chr17	-	33336130	33448541	33448541	33448541	7	33336130,33343388,33428219,33430272,33430472,33433404,33448309,	33339168,33343599,33428384,33430343,33430563,33433500,33448541,	0	RAD51L3-RFFL	unk	unk	-1,-1,-1,-1,-1,-1,-1,
178	NR_047585	chr2	-	110300373	110371783	110371783	110371783	9	110300373,110303626,110310663,110321942,110323339,110325391,110332157,110350627,110371374,	110301901,110303814,110310796,110322111,110323436,110325553,110332344,110350696,110371783,	0	SEPT10	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
129	NR_046093	chr14	+	59100785	59115038	59115038	59115038	4	59100785,59107453,59108309,59112086,	59100903,59107586,59108465,59115038,	0	DACT1	unk	unk	-1,-1,-1,-1,
1646	NM_001271560	chrX	+	139173825	139175070	139173901	139174723	1	139173825,	139175070,	0	LOC389895	cmpl	cmpl	0,
883	NM_001282433	chr17	-	39078947	39093895	39079240	39087692	8	39078947,39080723,39081605,39084489,39084697,39086191,39087624,39093379,	39079335,39080755,39081826,39084612,39084859,39086348,39087707,39093895,	0	KRT23	cmpl	cmpl	1,2,0,0,0,2,0,-1,
1004	NM_001282429	chr5	-	54921672	55008163	54922321	54965444	15	54921672,54923718,54929581,54931371,54941616,54945034,54948356,54952542,54960520,54965055,54965384,54965585,54993673,55007279,55008044,	54922487,54923808,54929730,54931485,54941723,54945142,54948551,54952602,54960691,54965149,54965448,54965707,54993820,55007327,55008163,	0	SLC38A9	cmpl	cmpl	2,2,0,0,1,1,1,1,1,0,0,-1,-1,-1,-1,
112	NR_037791	chr19	+	41284123	41314346	41314346	41314346	12	41284123,41285923,41286289,41289682,41289825,41292569,41292752,41306243,41312459,41313042,41313388,41313713,	41284296,41286004,41286404,41289745,41289980,41292665,41292883,41307320,41312579,41313179,41313456,41314346,	0	RAB4B-EGLN2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
